TABLE_NAME,PKCOLUMNNAME,RTABLE,RCOLUMNNAME
LEGAL_NE_LOC,NS_START_LINE,R_NS_START_LINE,NS_START_LINE
LAND_SALE_REQUEST,GRANTED_RIGHT_TYPE,R_GRANTED_RIGHT_TYPE,GRANTED_RIGHT_TYPE
LAND_SALE_OFFERING,LAND_OFFERING_STATUS,R_LAND_OFFRING_STATUS,LAND_OFFRING_STATUS
LAND_SALE_BID,BIDDER_TYPE,R_LAND_BIDDER_TYPE,LAND_BIDDER_TYPE
LAND_RIGHT_REST_REM,REMARK_TYPE,R_REMARK_TYPE,REMARK_TYPE
LAND_BA_SERVICE,SERVICE_QUALITY,R_SERVICE_QUALITY,SERVICE_QUALITY
LAND_ALIAS,LAND_REF_NUM_TYPE,R_LAND_REF_NUM_TYPE,LAND_REF_NUM_TYPE
INT_SET_STATUS,STATUS_TYPE,R_INT_SET_STATUS,INT_SET_STATUS
INT_SET_PARTNER,TITLE_OWN_TYPE,R_TITLE_OWN_TYPE,TITLE_OWN_TYPE
INSTRUMENT_DETAIL,INSTRUMENT_DETAIL_TYPE,R_INST_DETAIL_CODE,INSTRUMENT_DETAIL_CODE
INSTRUMENT_DETAIL,INSTRUMENT_DETAIL_TYPE,R_INST_DETAIL_CODE,INSTRUMENT_DETAIL_TYPE
FOSSIL_TAXON_ALIAS,ALIAS_TYPE,R_FOS_ALIAS_TYPE,ALIAS_TYPE
FOSSIL_TAXON_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
FOSSIL_ASSEMBLAGE,ASSEMBLAGE_TYPE,R_FOS_ASSEMBLAGE_TYPE,ASSEMBLAGE_TYPE
FOSSIL,CLIMATE_TYPE,R_CLIMATE,CLIMATE_TYPE
FOSSIL,LIFE_HABIT,R_FOS_LIFE_HABIT,LIFE_HABIT
FOSSIL,TAXON_GROUP,R_FOS_TAXON_GROUP,TAXON_GROUP
FINANCE,TAX_CREDIT_CODE,R_TAX_CREDIT_CODE,TAX_CREDIT_CODE
FIELD_ALIAS,ALIAS_REASON_TYPE,R_ALIAS_REASON_TYPE,REASON_TYPE
FIELD,FIELD_TYPE,R_FIELD_TYPE,FIELD_TYPE
FACILITY_STATUS,FACILITY_STATUS,R_FACILITY_STATUS,STATUS_TYPE
FACILITY_EQUIPMENT,REMOVE_REASON,R_EQUIP_REMOVE_REASON,REMOVE_REASON
FACILITY_DESCRIPTION,SPEC_TYPE,R_FACILITY_SPEC_CODE,SPEC_TYPE
FACILITY_CLASS,FACILITY_CLASS_TYPE,R_FACILITY_CLASS,FACILITY_CLASS_TYPE
FACILITY_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
FACILITY,PLOT_SYMBOL,R_PLOT_SYMBOL,PLOT_SYMBOL
EQUIPMENT_MAINTAIN,MAINT_REASON,R_EQUIP_MAINT_REASON,MAINT_REASON
ENT_GROUP,ACCESS_TYPE,R_ENT_ACCESS_TYPE,ACCESS_TYPE
ENT_COMPONENT,ACCESS_COND_CODE,R_ACCESS_CONDITION,ACCESS_CONDITION_CODE
CS_COORDINATE_SYSTEM,COORDINATE_SYSTEM_TYPE,R_COORD_SYSTEM_TYPE,COORDINATE_SYSTEM_TYPE
CONT_PROVISION_XREF,PROVISION_XREF_TYPE,R_CONT_PROV_XREF_TYPE,PROVISION_XREF_TYPE
CONT_OPER_PROC,INSURANCE_ELECTION,R_CONT_INSUR_ELECT,INSURANCE_ELECTION
CONT_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
CONTEST_PARTY,PARTY_ROLE,R_CONTEST_PARTY_ROLE,PARTY_ROLE
CONTEST,RESOLUTION_METHOD,R_CONTEST_RESOLUTION,RESOLUTION_METHOD
CONSULT_ISSUE,RESOLUTION,R_CONSULT_RESOLUTION,CONSULT_RESOLUTION
CONSULT_COMPONENT,COMPONENT_TYPE,R_CONSULT_COMP_TYPE,COMPONENT_TYPE
CLASS_SYSTEM_ALIAS,ALIAS_REASON_TYPE,R_ALIAS_REASON_TYPE,REASON_TYPE
CLASS_LEVEL_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
CAT_EQUIP_ALIAS,ALIAS_REASON_TYPE,R_ALIAS_REASON_TYPE,REASON_TYPE
CAT_ADDITIVE_XREF,ADDITIVE_XREF_TYPE,R_CAT_ADDITIVE_XREF,ADDITIVE_XREF_TYPE
CAT_ADDITIVE_TYPE,ADDITIVE_GROUP,R_CAT_ADDITIVE_GROUP,ADDITIVE_GROUP
BUSINESS_ASSOCIATE,BA_CATEGORY,R_BA_CATEGORY,BA_CATEGORY
BA_SERVICE,BA_SERVICE_TYPE,R_BA_SERVICE_TYPE,BA_SERVICE_TYPE
BA_PREFERENCE,PREFERENCE_TYPE,R_BA_PREF_TYPE,PREFERENCE_TYPE
BA_PREFERENCE,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
BA_PERMIT,PERMIT_TYPE,R_BA_PERMIT_TYPE,PERMIT_TYPE
BA_LICENSE_STATUS,LICENSE_STATUS_TYPE,R_LICENSE_STATUS,LICENSE_STATUS_TYPE
BA_LICENSE_COND,DUE_CONDITION,R_BA_LIC_DUE_CONDITION,DUE_CONDITION
BA_DESCRIPTION,BA_DESC_CODE,R_BA_DESC_CODE,BA_DESC_CODE
BA_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
BA_ALIAS,ALIAS_REASON_TYPE,R_ALIAS_REASON_TYPE,REASON_TYPE
BA_ADDRESS,ADDRESS_TYPE,R_ADDRESS_TYPE,ADDRESS_TYPE
AREA_DESCRIPTION,AREA_DESC_TYPE,R_AREA_DESC_CODE,AREA_DESC_CODE
APPLIC_ALIAS,ALIAS_TYPE,R_ALIAS_TYPE,ALIAS_TYPE
APPLICATION,APPLICATION_TYPE,R_APPLIC_TYPE,APPLICATION_TYPE
APPLICATION,DECISION,R_APPLIC_DECISION,APPLICATION_DECISION
WELL_TEST_FLOW,FLUID_TYPE,R_FLUID_TYPE,FLUID_TYPE
WELL_TEST_EQUIPMENT,EQUIPMENT_TYPE,R_TEST_EQUIPMENT,EQUIP_TYPE
WELL_NODE_M_B,ORIENTATION,R_ORIENTATION,ORIENTATION
WELL_NODE_M_B,EW_START_LINE,R_EW_START_LINE,EW_START_LINE
WELL_NODE_GEOMETRY,GEOMETRY_TYPE,R_GEOMETRY_TYPE,GEOMETRY_TYPE
WELL_LOG_DICT_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
WELL_LOG_CURVE_VALUE,INDEX_TYPE,R_LOG_INDEX_TYPE,INDEX_TYPE
WELL_LICENSE,RIG_TYPE,R_RIG_TYPE,RIG_TYPE
WELL_GEOMETRY,GEOMETRY_TYPE,R_GEOMETRY_TYPE,GEOMETRY_TYPE
WELL_COMPLETION,COMPLETION_METHOD,R_COMPLETION_METHOD,COMPLETION_METHOD
WELL_AIR_DRILL_INTERVAL,AIR_GAS_CODE,R_AIR_GAS_CODE,AIR_GAS_CODE
WELL_ACTIVITY_TYPE_EQUIV,EQUIV_TYPE,R_WELL_ACT_TYPE_EQUIV,EQUIV_TYPE
STRAT_HIERARCHY_DESC,PARENT_STRAT_UNIT_TYPE,R_STRAT_UNIT_TYPE,STRAT_TYPE
STRAT_HIERARCHY_DESC,STRAT_UNIT_TYPE,R_STRAT_UNIT_TYPE,STRAT_TYPE
SP_PARCEL_OFFSHORE,WATER_BOTTOM_ZONE,R_WATER_BOTTOM_ZONE,WATER_BOTTOM_ZONE
SP_BOUNDARY_VERSION,LOCATION_QUALIFIER,R_LOCATION_QUALIFIER,LOCATION_QUALIFIER
SF_ROAD,DRIVING_SIDE,R_ROAD_DRIVING_SIDE,DRIVING_SIDE
SF_ROAD,CONTROL_TYPE,R_ROAD_CONTROL_TYPE,CONTROL_TYPE
SF_ROAD,TRAFFIC_FLOW_TYPE,R_ROAD_TRAFFIC_FLOW_TYPE,TRAFFIC_FLOW_TYPE
SEIS_PROC_STEP,STEP_TYPE,R_SEIS_PROC_STEP_TYPE,STEP_TYPE
SEIS_PROC_PLAN_STEP,STEP_NAME,R_SEIS_PROC_STEP_NAME,STEP_NAME
SEIS_PROC_PLAN_PARM,PARAMETER_TYPE,R_SEIS_PROC_PARM,PARAMETER_TYPE
SEIS_PROC_PARM,PARAMETER_ORIGIN,R_SEIS_PARM_ORIGIN,PARAMETER_ORIGIN
SEIS_PROC_COMPONENT,PROCESSING_COMPONENT_TYPE,R_SEIS_PROC_COMP_TYPE,PROCESSING_COMPONENT_TYPE
SEIS_POINT_VERSION,VERSION_TYPE,R_SP_POINT_VERSION_TYPE,VERSION_TYPE
SEIS_POINT_VERSION,NS_START_LINE,R_NS_START_LINE,NS_START_LINE
SEIS_POINT_VERSION,EW_START_LINE,R_EW_START_LINE,EW_START_LINE
SAMPLE_WATER_ANAL_DTL,ANALYSIS_VALUE_CODE,R_ANAL_PROPERTY_CODE,PROPERTY_VALUE_CODE
SAMPLE_WATER_ANALYSIS,SALINITY_TYPE,R_SALINITY_TYPE,SALINITY_TYPE
SAMPLE_OIL_ANAL_DETAIL,ANALYSIS_VALUE_CODE,R_ANAL_PROPERTY_CODE,ANALYSIS_PROPERTY
RM_TRACE_HEADER,HEADER_WORD,R_TRACE_HEADER_WORD,HEADER_WORD
RM_INFORMATION_ITEM,ITEM_CATEGORY,R_ITEM_CATEGORY,ITEM_CATEGORY
RM_INFORMATION_ITEM,ITEM_SUB_CATEGORY,R_ITEM_SUB_CATEGORY,ITEM_SUB_CATEGORY
RM_INFORMATION_ITEM,ITEM_CATEGORY,R_ITEM_SUB_CATEGORY,ITEM_CATEGORY
PROJECT_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
PPDM_TABLE_HISTORY,AUDIT_REASON,R_PPDM_AUDIT_REASON,AUDIT_REASON
PPDM_TABLE_ALIAS,LANGUAGE_ID,R_LANGUAGE,LANGUAGE_ID
POOL_ALIAS,SW_APPLICATION_ID,R_SW_APPLICATION,SW_APPLICATION_ID
PDEN_DECLINE_SEGMENT,RATIO_FLUID_TYPE,R_RATIO_FLUID_TYPE,RATIO_FLUID_TYPE
PALEO_INTERP,LITH_STRUCTURE,R_LITH_STRUCTURE,STRUCTURE
PALEO_FOSSIL_LIST,TYPE_FOSSIL_TYPE,R_PALEO_TYPE_FOSSIL,TYPE_FOSSIL_TYPE
PALEO_CONFIDENCE,CONFIDENCE_TYPE,R_CONFIDENCE_TYPE,CONFIDENCE_TYPE
PALEO_CLIMATE,CLIMATE_TYPE,R_CLIMATE,CLIMATE_TYPE
OBLIG_PAY_DETAIL,PAY_DETAIL_TYPE,R_PAY_DETAIL_TYPE,PAY_DETAIL_TYPE
HSE_INCIDENT_TYPE_ALIAS,ALIAS_TYPE,R_ALIAS_TYPE,ALIAS_TYPE
FACILITY_LIC_VIOLATION,VIOLATION_TYPE,R_FAC_LIC_VIOLATION_TYPE,VIOLATION_TYPE
FACILITY_LIC_STATUS,LICENSE_STATUS,R_LICENSE_STATUS,LICENSE_STATUS
FACILITY_LIC_STATUS,LICENSE_STATUS,R_LICENSE_STATUS,LICENSE_STATUS_TYPE
FACILITY_LIC_COND,CONDITION_CODE,R_FAC_LIC_COND_CODE,CONDITION_CODE
EQUIPMENT_COMPONENT,EQUIPMENT_COMPONENT_TYPE,R_EQUIP_COMPONENT_TYPE,EQUIPMENT_COMPONENT_TYPE
AREA_COMPONENT,AREA_COMPONENT_TYPE,R_AREA_COMPONENT_TYPE,AREA_COMPONENT_TYPE
R_CONTACT_ROLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_COLOR,COLOR_PALETTE,R_COLOR_PALETTE,COLOR_PALETTE
R_BA_DESC_CODE,BA_DESC_TYPE,R_BA_DESC_TYPE,BA_DESC_TYPE
WELL_LOG_CURVE_VALUE,SOURCE,R_SOURCE,SOURCE
SEIS_LICENSE,SOURCE,R_SOURCE,SOURCE
SAMPLE_OIL_ANALYSIS,SOURCE,R_SOURCE,SOURCE
R_WO_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_PROPPANT_TYPE,SOURCE,R_SOURCE,SOURCE
R_PHYS_ITEM_GROUP_TYPE,SOURCE,R_SOURCE,SOURCE
R_AREA_DESC_TYPE,SOURCE,R_SOURCE,SOURCE
RM_PHYSICAL_ITEM,SOURCE,R_SOURCE,SOURCE
PROJECT_EQUIPMENT,SOURCE,R_SOURCE,SOURCE
PDEN_VOL_SUMM_OTHER,SOURCE,R_SOURCE,SOURCE
LAND_SALE,SOURCE,R_SOURCE,SOURCE
FACILITY_LIC_COND,SOURCE,R_SOURCE,SOURCE
CS_GEODETIC_DATUM,SOURCE,R_SOURCE,SOURCE
CONT_PROVISION_TEXT,SOURCE,R_SOURCE,SOURCE
CONT_OPER_PROC,SOURCE,R_SOURCE,SOURCE
CONT_JURISDICTION,SOURCE,R_SOURCE,SOURCE
Z_WELL_EVENT,SOURCE,R_SOURCE,SOURCE
BA_CREW,SOURCE,R_SOURCE,SOURCE
AREA_DESCRIPTION,SOURCE,R_SOURCE,SOURCE
Z_R_CITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WORK_ORDER_INSTRUCTION,SOURCE,R_SOURCE,SOURCE
WELL_TUBULAR,SOURCE,R_SOURCE,SOURCE
WELL_TEST_REMARK,SOURCE,R_SOURCE,SOURCE
WORK_ORDER_DELIVERY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WORK_ORDER_CONDITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST_PRESSURE,SOURCE,R_SOURCE,SOURCE
WELL_TEST_PERIOD,SOURCE,R_SOURCE,SOURCE
WELL_TEST_EQUIPMENT,SOURCE,R_SOURCE,SOURCE
WELL_TEST_CONTAMINANT,SOURCE,R_SOURCE,SOURCE
WELL_TEST_ANALYSIS,SOURCE,R_SOURCE,SOURCE
WELL_SIEVE_ANALYSIS,SOURCE,R_SOURCE,SOURCE
WELL_PRESSURE_AOF_4PT,SOURCE,R_SOURCE,SOURCE
WELL_POROUS_INTERVAL,SOURCE,R_SOURCE,SOURCE
WELL_PERMIT_TYPE,SOURCE,R_SOURCE,SOURCE
WELL_TEST_PRESS_MEAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST_PERIOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST_COMPUT_ANAL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_PRESSURE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_LOG_DICT_CRV_CLS,SOURCE,R_SOURCE,SOURCE
WELL_LOG_DICT_BA,SOURCE,R_SOURCE,SOURCE
WELL_NODE_GEOMETRY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_LOG_TRIP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_LOG_JOB,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_FACILITY,SOURCE,R_SOURCE,SOURCE
WELL_DRILL_WEATHER,SOURCE,R_SOURCE,SOURCE
WELL_LOG,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_DRILL_PIPE_INV,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_DRILL_EQUIPMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_DRILL_ASSEMBLY_COMP,SOURCE,R_SOURCE,SOURCE
WELL_CORE_SHIFT,SOURCE,R_SOURCE,SOURCE
WELL_CORE_SAMPLE_ANAL,SOURCE,R_SOURCE,SOURCE
WELL_COMPONENT,SOURCE,R_SOURCE,SOURCE
WELL_COMPLETION,SOURCE,R_SOURCE,SOURCE
WELL_ACTIVITY_TYPE_EQUIV,SOURCE,R_SOURCE,SOURCE
WELL_DRILL_ASSEMBLY_PER,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_CORE_ANALYSIS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_ACTIVITY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
STRAT_NAME_SET_XREF,SOURCE,R_SOURCE,SOURCE
STRAT_NAME_SET,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
STRAT_INTERP_CORR,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SP_PARCEL_NORTH_SEA,SOURCE,R_SOURCE,SOURCE
SP_PARCEL_M_B,SOURCE,R_SOURCE,SOURCE
STRAT_COLUMN_ACQTN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SP_POLYGON,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SP_PARCEL_OFFSHORE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SP_PARCEL_FPS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SP_DESC_TEXT,SOURCE,R_SOURCE,SOURCE
SOURCE_DOC_BIBLIO,SOURCE,R_SOURCE,SOURCE
SOURCE_DOCUMENT,SOURCE,R_SOURCE,SOURCE
SF_TOWER,SOURCE,R_SOURCE,SOURCE
SP_LINE_POINT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SP_BOUNDARY_VERSION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SPACING_UNIT_INST,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SF_WASTE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SF_RIG_GENERATOR,SOURCE,R_SOURCE,SOURCE
SF_RIG_BOP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SF_REST_REMARK,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SF_AIRSTRIP,SOURCE,R_SOURCE,SOURCE
SEIS_STREAMER,SOURCE,R_SOURCE,SOURCE
SEIS_SET_AUTHORIZE,SOURCE,R_SOURCE,SOURCE
SEIS_SEGMENT,SOURCE,R_SOURCE,SOURCE
SF_AIRCRAFT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_SET_PLAN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_SET_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_RECVR_MAKE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_PROC_STEP_COMPONENT,SOURCE,R_SOURCE,SOURCE
SEIS_PICK,SOURCE,R_SOURCE,SOURCE
SEIS_LICENSE_ALIAS,SOURCE,R_SOURCE,SOURCE
SEIS_INTERP_SET,SOURCE,R_SOURCE,SOURCE
SEIS_POINT_FLOW_DESC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_POINT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_BA_SERVICE,SOURCE,R_SOURCE,SOURCE
SEIS_INSPECTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
SEIS_CHANNEL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WELL_DOWNTIME_TYPE,SOURCE,R_SOURCE,SOURCE
R_WELL_ACTIVITY_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WASTE_HANDLING,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WASTE_FACILITY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_TUBING_GRADE,SOURCE,R_SOURCE,SOURCE
R_TEST_SHUTOFF_TYPE,SOURCE,R_SOURCE,SOURCE
R_TITLE_OWN_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_TEST_PERIOD_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_TAX_CREDIT_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SW_APPLICATION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_STRAT_INTERP_METHOD,SOURCE,R_SOURCE,SOURCE
R_STRAT_UNIT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_STRAT_UNIT_DESC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_STRAT_CORR_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_STRAT_COLUMN_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_STRAT_ACQTN_METHOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SPATIAL_DESC_COMP_TYPE,SOURCE,R_SOURCE,SOURCE
R_SF_ROAD_TYPE,SOURCE,R_SOURCE,SOURCE
R_SF_AIRSTRIP_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEVERITY,SOURCE,R_SOURCE,SOURCE
R_SF_DOCK_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_SWEEP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_STATUS_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_SET_COMPONENT_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_SEGMENT_REASON,SOURCE,R_SOURCE,SOURCE
R_SEIS_REF_NUM_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_STATUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_SAMPLE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_PROC_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_ACTIVITY_CLASS,SOURCE,R_SOURCE,SOURCE
R_SALINITY_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_LIC_COND,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_AUTHORIZE_REASON,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ROAD_DRIVING_SIDE,SOURCE,R_SOURCE,SOURCE
R_ROAD_CONDITION,SOURCE,R_SOURCE,SOURCE
R_RMII_QUALITY_CODE,SOURCE,R_SOURCE,SOURCE
R_RIG_MAST,SOURCE,R_SOURCE,SOURCE
R_RIG_SUBSTRUCTURE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_PUMP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_MAST,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_DESILTER_TYPE,SOURCE,R_SOURCE,SOURCE
R_RESENT_CONFIDENCE,SOURCE,R_SOURCE,SOURCE
R_REP_HIER_ALIAS_TYPE,SOURCE,R_SOURCE,SOURCE
R_REPORT_HIER_TYPE,SOURCE,R_SOURCE,SOURCE
R_RECORDER_POSITION,SOURCE,R_SOURCE,SOURCE
R_REST_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_REMARK_USE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RATE_SCHEDULE_COMP_TYPE,SOURCE,R_SOURCE,SOURCE
R_RATE_CONDITION,SOURCE,R_SOURCE,SOURCE
R_PROD_STRING_STAT_TYPE,SOURCE,R_SOURCE,SOURCE
R_PRODUCTION_METHOD,SOURCE,R_SOURCE,SOURCE
R_PRESERVE_TYPE,SOURCE,R_SOURCE,SOURCE
R_RATE_SCHED_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_QUALITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_UOM_USAGE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_SYSTEM_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_ROW_QUALITY,SOURCE,R_SOURCE,SOURCE
R_PPDM_QC_QUALITY,SOURCE,R_SOURCE,SOURCE
R_PPDM_SCHEMA_GROUP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_RDBMS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_PROC_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_METRIC_REF_VALUE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_POOL_COMPONENT_TYPE,SOURCE,R_SOURCE,SOURCE
R_PLUG_TYPE,SOURCE,R_SOURCE,SOURCE
R_PICK_QUALIFIER,SOURCE,R_SOURCE,SOURCE
R_PDEN_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_PPDM_DEFAULT_VALUE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PICK_QUALIF_REASON,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PALEO_INTERP_TYPE,SOURCE,R_SOURCE,SOURCE
R_OBLIG_REMARK_TYPE,SOURCE,R_SOURCE,SOURCE
R_OBLIG_DEDUCT_CALC,SOURCE,R_SOURCE,SOURCE
R_PAY_RATE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PAYZONE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PALEO_TYPE_FOSSIL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ONTOGENY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_OBLIG_TRIGGER,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_OBLIG_CALC_POINT,SOURCE,R_SOURCE,SOURCE
R_NORTH,SOURCE,R_SOURCE,SOURCE
R_MISC_DATA_TYPE,SOURCE,R_SOURCE,SOURCE
R_LOST_MATERIAL_TYPE,SOURCE,R_SOURCE,SOURCE
R_LITH_SCALE_SCHEME,SOURCE,R_SOURCE,SOURCE
R_LR_SIZE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LOG_DEPTH_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LOG_CRV_CLASS_SYSTEM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LITH_SCALE_SCHEME,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LIC_STATUS_TYPE,SOURCE,R_SOURCE,SOURCE
